ID,Age, Income,MaritalSituation,hasKids,EducationalYears,EducationalDegree,Fruits,MeatProduct,FishProduct,SweetProduct,GoldProduct
731,45,"$162,397.00 ",In couple,Yes,21,PhD,1,16,2,1,2
732,43,"$54,162.00 ",Alone,Yes,12,Graduation,6,10,6,5,10
733,66,"$41,769.00 ",Alone,Yes,8,2n Cycle,29,131,32,0,27
734,40,"$44,953.00 ",In couple,No,21,PhD,17,133,11,8,124
735,43,"$37,717.00 ",In couple,Yes,21,PhD,0,6,4,1,5
736,43,"$37,717.00 ",In couple,Yes,21,PhD,0,6,4,1,5
737,51,"$40,548.00 ",In couple,Yes,12,Graduation,0,5,2,0,3
738,46,"$67,893.00 ",Alone,Yes,8,2n Cycle,28,142,49,18,47
739,68,"$69,267.00 ",Alone,No,12,Graduation,44,499,95,73,146
740,45,"$9,548.00 ",Alone,Yes,5,Basic,1,3,10,6,9
741,63,"$68,281.00 ",Alone,No,12,Graduation,112,417,42,48,41
742,61,"$92,556.00 ",In couple,No,8,2n Cycle,183,352,184,23,28
743,42,"$48,526.00 ",Alone,Yes,12,Graduation,17,23,43,20,9
744,30,"$90,273.00 ",Alone,No,12,Graduation,129,853,120,74,111
745,40,"$19,414.00 ",In couple,Yes,8,2n Cycle,3,12,3,5,7
746,63,"$79,761.00 ",Alone,Yes,21,PhD,5,124,15,35,11
747,70,"$53,312.00 ",In couple,No,21,PhD,0,12,0,0,25
748,39,"$41,039.00 ",In couple,No,8,2n Cycle,11,137,179,61,45
749,60,"$88,347.00 ",In couple,No,12,Graduation,178,555,77,138,118
750,38,"$50,150.00 ",In couple,No,21,PhD,46,92,65,61,11
751,38,"$50,150.00 ",In couple,No,21,PhD,46,92,65,61,11
752,50,"$10,245.00 ",Alone,Yes,12,Graduation,7,7,6,4,13
753,36,"$33,454.00 ",In couple,Yes,21,PhD,10,56,3,1,23
754,69,"$40,887.00 ",Alone,Yes,12,Graduation,4,44,10,10,43
755,46,"$55,914.00 ",In couple,Yes,12,Graduation,60,364,119,101,232
756,38,"$37,292.00 ",In couple,Yes,12,Graduation,0,86,10,23,66
757,50,"$52,914.00 ",In couple,Yes,12,Graduation,10,44,30,10,227
758,49,"$24,884.00 ",In couple,Yes,8,2n Cycle,6,7,0,0,3
759,51,"$67,384.00 ",Alone,Yes,12,Graduation,40,175,158,53,107
760,61,"$51,651.00 ",In couple,Yes,12,Graduation,6,23,13,6,92
761,41,"$82,497.00 ",In couple,No,12,Graduation,129,573,216,21,203
762,58,"$32,632.00 ",In couple,No,8,2n Cycle,151,137,153,19,53
763,58,"$33,562.00 ",In couple,Yes,18,Master,12,12,0,3,3
764,54,"$79,146.00 ",Alone,Yes,12,Graduation,16,223,21,43,16
765,54,"$79,146.00 ",Alone,Yes,12,Graduation,16,223,21,43,16
766,40,"$36,143.00 ",Alone,Yes,18,Master,0,1,0,0,6
767,48,"$27,159.00 ",In couple,Yes,18,Master,0,3,0,0,1
768,61,"$41,275.00 ",In couple,Yes,18,Master,4,22,0,2,9
769,56,"$76,800.00 ",In couple,No,8,2n Cycle,26,255,35,71,81
770,34,"$75,794.00 ",In couple,No,12,Graduation,160,625,63,32,48
771,70,"$30,833.00 ",In couple,Yes,12,Graduation,0,7,3,1,6
772,72,"$26,518.00 ",Alone,Yes,21,PhD,1,28,3,3,2
773,40,"$91,065.00 ",Alone,No,12,Graduation,114,108,179,137,114
774,59,"$45,183.00 ",Alone,No,18,Master,3,60,12,9,12
775,71,"$48,070.00 ",In couple,Yes,12,Graduation,14,83,6,9,19
776,50,"$30,372.00 ",Alone,Yes,12,Graduation,0,12,7,3,7
777,50,"$30,372.00 ",Alone,Yes,12,Graduation,0,12,7,3,7
778,46,"$57,036.00 ",In couple,Yes,8,2n Cycle,43,219,19,14,47
779,51,"$66,731.00 ",Alone,Yes,12,Graduation,159,194,58,106,141
780,51,"$35,682.00 ",Alone,Yes,21,PhD,0,8,6,2,18
781,32,"$10,979.00 ",Alone,No,18,Master,4,10,2,2,4
782,32,"$10,979.00 ",Alone,No,18,Master,4,10,2,2,4
783,56,"$57,912.00 ",Alone,Yes,21,PhD,0,80,0,0,35
784,49,"$36,026.00 ",In couple,Yes,12,Graduation,4,10,6,4,17
785,50,"$35,788.00 ",In couple,Yes,12,Graduation,2,11,3,1,4
786,62,"$42,243.00 ",In couple,Yes,12,Graduation,0,2,0,0,5
787,65,"$46,086.00 ",Alone,Yes,12,Graduation,8,32,7,2,50
788,43,"$61,346.00 ",In couple,Yes,18,Master,58,168,43,16,142
789,50,"$33,316.00 ",Alone,Yes,18,Master,1,31,4,4,12
790,50,"$33,316.00 ",Alone,Yes,18,Master,1,31,4,4,12
791,34,"$21,063.00 ",Alone,Yes,5,Basic,10,11,19,3,15
792,51,"$33,697.00 ",Alone,Yes,12,Graduation,3,7,0,3,11
793,43,"$25,804.00 ",In couple,Yes,8,2n Cycle,7,9,13,6,12
794,44,"$72,117.00 ",In couple,Yes,12,Graduation,20,171,65,60,50
795,55,"$61,286.00 ",In couple,Yes,12,Graduation,0,107,19,9,117
796,55,"$61,286.00 ",In couple,Yes,12,Graduation,0,107,19,9,117
797,63,"$65,196.00 ",In couple,Yes,12,Graduation,19,181,12,0,200
798,50,"$55,635.00 ",Alone,Yes,12,Graduation,65,164,50,49,27
799,40,"$42,021.00 ",In couple,Yes,18,Master,5,136,7,5,27
800,49,"$75,251.00 ",In couple,No,18,Master,111,925,97,18,18
801,53,"$35,322.00 ",In couple,Yes,12,Graduation,9,37,12,7,13
802,52,"$53,374.00 ",In couple,Yes,21,PhD,10,101,13,10,34
803,62,"$87,195.00 ",In couple,No,12,Graduation,76,690,50,26,38
804,40,"$42,395.00 ",Alone,Yes,8,2n Cycle,13,57,24,15,25
805,55,"$82,427.00 ",In couple,No,12,Graduation,147,509,104,107,107
806,52,"$44,602.00 ",In couple,Yes,18,Master,2,89,0,0,34
807,70,"$94,642.00 ",In couple,No,12,Graduation,143,797,106,143,143
808,38,"$28,359.00 ",In couple,Yes,12,Graduation,0,5,2,1,2
809,46,"$55,801.00 ",Alone,Yes,12,Graduation,4,51,6,4,95
810,48,"$92,955.00 ",In couple,No,12,Graduation,21,925,31,24,84
811,53,"$56,534.00 ",In couple,Yes,12,Graduation,7,61,10,0,46
812,59,"$69,627.00 ",Alone,Yes,12,Graduation,161,215,171,30,53
813,51,"$78,579.00 ",Alone,No,18,Master,66,549,216,66,99
814,41,"$44,964.00 ",In couple,Yes,12,Graduation,1,17,2,0,2
815,47,"$30,899.00 ",Alone,Yes,21,PhD,0,8,0,0,1
816,57,"$78,825.00 ",Alone,No,21,PhD,74,114,169,37,18
817,34,"$25,545.00 ",In couple,Yes,12,Graduation,1,64,16,12,85
818,50,"$47,111.00 ",Alone,Yes,21,PhD,71,153,120,112,41
819,66,"$49,667.00 ",Alone,No,21,PhD,26,120,17,13,39
820,74,"$66,000.00 ",In couple,No,18,Master,51,270,101,0,45
821,57,"$46,910.00 ",In couple,Yes,21,PhD,0,14,0,0,6
822,49,"$25,224.00 ",In couple,Yes,5,Basic,9,12,11,2,8
823,53,"$77,382.00 ",In couple,Yes,12,Graduation,48,231,112,105,134
824,54,"$28,420.00 ",Alone,Yes,21,PhD,2,5,2,0,0
825,44,"$32,952.00 ",Alone,Yes,12,Graduation,0,12,3,1,1
826,46,"$46,149.00 ",In couple,Yes,12,Graduation,6,71,4,0,27
827,122,"$83,532.00 ",In couple,No,21,PhD,144,562,104,64,224
828,74,"$73,059.00 ",In couple,Yes,21,PhD,112,420,0,82,71
829,74,"$73,059.00 ",In couple,Yes,21,PhD,112,420,0,82,71
830,62,"$35,701.00 ",In couple,No,12,Graduation,1,9,7,3,5
831,38,"$89,616.00 ",Alone,No,18,Master,47,655,145,111,15
832,51,"$105,471.00 ",In couple,No,12,Graduation,181,104,202,21,207
833,73,"$78,427.00 ",Alone,No,18,Master,19,595,180,26,138
834,35,"$22,518.00 ",In couple,Yes,12,Graduation,7,12,2,2,27
835,45,"$59,809.00 ",In couple,Yes,12,Graduation,16,141,32,41,49
836,39,"$39,660.00 ",Alone,Yes,12,Graduation,13,78,20,13,36
837,71,"$52,203.00 ",In couple,No,8,2n Cycle,21,238,56,108,28
838,48,"$35,860.00 ",Alone,Yes,21,PhD,0,8,4,2,20
839,48,"$35,860.00 ",Alone,Yes,21,PhD,0,8,4,2,20
840,48,"$35,860.00 ",Alone,Yes,21,PhD,0,8,4,2,20
841,48,"$35,860.00 ",Alone,Yes,21,PhD,0,8,4,2,20
842,71,"$76,842.00 ",Alone,No,21,PhD,10,345,84,54,32
843,70,"$15,033.00 ",Alone,No,12,Graduation,4,5,6,0,4
844,51,"$67,353.00 ",In couple,Yes,21,PhD,17,151,0,8,35
845,46,"$17,003.00 ",In couple,Yes,8,2n Cycle,5,12,4,8,7
846,56,"$65,735.00 ",In couple,Yes,18,Master,7,119,4,15,11
847,50,"$45,684.00 ",Alone,Yes,12,Graduation,1,5,10,0,7
848,52,"$21,918.00 ",In couple,Yes,12,Graduation,6,7,11,5,3
849,43,"$51,267.00 ",In couple,Yes,12,Graduation,2,64,7,2,12
850,49,"$59,868.00 ",In couple,Yes,12,Graduation,51,154,54,10,154
851,30,"$51,373.00 ",In couple,No,12,Graduation,2,101,64,26,117
852,63,"$46,692.00 ",In couple,Yes,18,Master,6,97,24,12,88
853,50,"$157,733.00 ",In couple,Yes,18,Master,1,9,2,0,8
854,71,"$54,432.00 ",In couple,Yes,21,PhD,0,5,0,0,0
855,37,"$79,607.00 ",Alone,No,12,Graduation,133,951,173,0,216
856,49,"$51,813.00 ",Alone,Yes,12,Graduation,2,7,0,1,2
857,32,"$17,487.00 ",In couple,Yes,5,Basic,0,1,7,4,6
858,53,"$40,706.00 ",In couple,Yes,21,PhD,0,11,4,2,5
859,62,"$62,859.00 ",Alone,Yes,21,PhD,89,102,16,12,25
860,63,"$61,074.00 ",In couple,Yes,12,Graduation,0,133,0,28,152
861,52,"$43,638.00 ",Alone,Yes,12,Graduation,10,83,7,19,19
862,65,"$58,116.00 ",In couple,Yes,12,Graduation,19,130,4,11,51
863,52,"$62,187.00 ",Alone,Yes,21,PhD,0,83,0,0,41
864,67,"$46,344.00 ",Alone,Yes,12,Graduation,1,6,2,1,6
865,41,"$77,353.00 ",In couple,Yes,12,Graduation,59,107,69,101,59
866,55,"$69,759.00 ",Alone,No,21,PhD,20,514,13,30,0
867,35,"$21,846.00 ",Alone,Yes,12,Graduation,17,18,6,10,26
868,46,"$76,532.00 ",In couple,Yes,12,Graduation,30,177,90,138,30
869,56,"$70,053.00 ",In couple,Yes,18,Master,53,98,81,179,89
870,63,"$75,342.00 ",Alone,Yes,8,2n Cycle,97,97,21,118,26
871,39,"$27,590.00 ",In couple,Yes,18,Master,0,5,0,0,1
872,48,"$51,148.00 ",In couple,Yes,12,Graduation,6,45,8,9,12
873,58,"$33,378.00 ",Alone,Yes,12,Graduation,6,40,3,7,10
874,48,"$32,644.00 ",In couple,Yes,21,PhD,3,141,0,7,23
875,52,"$33,581.00 ",In couple,Yes,21,PhD,0,5,0,0,1
876,43,"$12,393.00 ",In couple,No,8,2n Cycle,6,15,11,7,13
877,37,"$42,710.00 ",Alone,Yes,21,PhD,3,42,4,3,102
878,64,"$82,347.00 ",In couple,No,8,2n Cycle,54,845,202,133,63
879,64,"$82,347.00 ",In couple,No,8,2n Cycle,54,845,202,133,63
880,66,"$22,554.00 ",In couple,Yes,21,PhD,0,10,0,0,4
881,34,"$17,323.00 ",In couple,No,12,Graduation,14,17,6,1,5
882,61,"$62,204.00 ",Alone,Yes,12,Graduation,46,247,151,46,139
883,65,"$78,028.00 ",Alone,Yes,21,PhD,19,288,25,0,38
884,59,"$63,887.00 ",Alone,Yes,12,Graduation,23,207,15,11,92
885,56,"$32,727.00 ",In couple,No,21,PhD,13,180,86,13,70
886,36,"$29,103.00 ",In couple,Yes,12,Graduation,0,17,6,3,6
887,56,"$61,482.00 ",In couple,No,12,Graduation,58,68,16,66,43
888,51,"$20,587.00 ",Alone,Yes,12,Graduation,3,6,4,1,9
889,51,"$20,587.00 ",Alone,Yes,12,Graduation,3,6,4,1,9
890,45,"$52,190.00 ",In couple,Yes,21,PhD,0,17,0,0,18
891,47,"$48,186.00 ",In couple,Yes,12,Graduation,3,66,12,7,34
892,53,"$19,329.00 ",In couple,Yes,12,Graduation,1,16,12,2,5
893,50,"$34,109.00 ",In couple,Yes,18,Master,1,5,2,1,4
894,35,"$23,477.00 ",In couple,Yes,12,Graduation,15,54,3,8,29
895,55,"$47,472.00 ",In couple,Yes,21,PhD,0,11,0,0,8
896,45,"$14,849.00 ",Alone,Yes,21,PhD,2,28,3,2,9
897,43,"$26,224.00 ",In couple,Yes,8,2n Cycle,7,15,13,9,15
898,59,"$27,238.00 ",Alone,Yes,21,PhD,0,17,0,0,3
899,51,,In couple,Yes,18,Master,5,65,26,20,14
900,59,"$57,967.00 ",Alone,Yes,12,Graduation,7,137,4,0,91
901,72,"$51,569.00 ",Alone,Yes,21,PhD,0,47,6,0,34
902,67,"$72,550.00 ",In couple,Yes,21,PhD,50,317,50,38,38
903,51,"$44,511.00 ",In couple,Yes,18,Master,7,133,46,14,14
904,66,"$62,972.00 ",In couple,Yes,8,2n Cycle,15,47,20,0,192
905,66,"$62,972.00 ",In couple,Yes,8,2n Cycle,15,47,20,0,192
906,32,"$77,845.00 ",In couple,No,21,PhD,40,480,0,40,26
907,46,"$36,663.00 ",In couple,Yes,21,PhD,0,6,3,3,5
908,45,"$53,204.00 ",In couple,Yes,18,Master,0,8,2,0,6
909,39,"$21,059.00 ",In couple,Yes,18,Master,3,19,3,3,8
910,68,"$67,087.00 ",In couple,Yes,18,Master,35,222,130,35,43
911,68,"$73,892.00 ",Alone,No,12,Graduation,102,601,0,58,43
912,29,"$75,114.00 ",In couple,No,12,Graduation,12,523,63,60,24
913,73,"$42,192.00 ",In couple,No,12,Graduation,15,15,17,6,7
914,61,"$31,454.00 ",In couple,Yes,12,Graduation,0,11,0,0,9
915,43,"$22,775.00 ",In couple,Yes,12,Graduation,1,8,0,0,1
916,43,"$22,775.00 ",In couple,Yes,12,Graduation,1,8,0,0,1
917,49,"$31,590.00 ",In couple,Yes,12,Graduation,2,15,6,6,3
918,49,"$80,134.00 ",In couple,Yes,12,Graduation,16,272,104,0,80
919,49,"$80,134.00 ",In couple,Yes,12,Graduation,16,272,104,0,80
920,49,"$14,188.00 ",In couple,No,5,Basic,7,11,16,12,27
921,36,"$18,169.00 ",In couple,Yes,21,PhD,0,5,0,0,7
922,65,"$62,503.00 ",In couple,Yes,12,Graduation,0,193,110,75,117
923,67,"$46,734.00 ",In couple,Yes,12,Graduation,5,137,26,23,29
924,30,"$68,126.00 ",Alone,No,21,PhD,17,311,23,51,86
925,67,"$52,869.00 ",In couple,Yes,21,PhD,3,61,2,1,21
926,35,"$26,576.00 ",Alone,Yes,12,Graduation,0,8,0,0,9
927,45,"$75,825.00 ",Alone,No,12,Graduation,105,779,137,105,51
928,71,"$57,045.00 ",In couple,Yes,12,Graduation,13,104,11,13,17
929,46,"$34,984.00 ",In couple,Yes,8,2n Cycle,4,15,3,5,3
930,48,"$27,803.00 ",In couple,Yes,12,Graduation,26,46,38,9,49
931,46,"$69,283.00 ",In couple,Yes,21,PhD,62,134,0,26,8
932,29,"$18,746.00 ",Alone,Yes,5,Basic,10,11,12,9,20
933,56,"$70,924.00 ",In couple,No,8,2n Cycle,114,254,132,152,76
934,56,"$70,924.00 ",In couple,No,8,2n Cycle,114,254,132,152,76
935,48,"$69,401.00 ",In couple,Yes,8,2n Cycle,27,159,58,8,39
936,45,"$75,012.00 ",Alone,No,18,Master,142,218,164,58,151
937,43,"$85,738.00 ",In couple,No,18,Master,26,376,17,26,13
938,46,"$60,934.00 ",In couple,Yes,12,Graduation,155,155,192,93,54
939,35,"$27,161.00 ",In couple,Yes,18,Master,4,23,7,0,11
940,60,"$64,325.00 ",Alone,Yes,21,PhD,60,353,78,12,73
941,48,"$18,978.00 ",In couple,Yes,5,Basic,8,1,4,7,15
942,44,"$41,124.00 ",In couple,Yes,12,Graduation,7,84,15,0,119
943,37,"$39,684.00 ",Alone,Yes,21,PhD,0,35,6,4,17
944,58,"$53,378.00 ",In couple,Yes,21,PhD,6,152,8,6,132
945,39,"$37,040.00 ",In couple,No,12,Graduation,2,73,69,38,48
946,44,"$78,710.00 ",In couple,Yes,18,Master,0,152,119,50,50
947,35,"$92,910.00 ",In couple,No,12,Graduation,137,792,179,103,33
948,45,"$36,283.00 ",In couple,Yes,12,Graduation,5,5,8,0,5
949,47,"$79,632.00 ",In couple,No,21,PhD,0,510,99,21,12
950,43,"$28,587.00 ",In couple,Yes,12,Graduation,4,17,12,10,13
951,40,"$88,325.00 ",In couple,No,12,Graduation,71,860,93,27,53
952,63,"$51,412.00 ",In couple,Yes,18,Master,3,29,4,5,14
953,69,"$63,998.00 ",Alone,No,8,2n Cycle,29,818,0,33,112
954,43,"$38,593.00 ",Alone,Yes,8,2n Cycle,12,49,17,24,24
955,44,"$27,889.00 ",In couple,Yes,18,Master,0,4,0,0,8
956,41,"$45,889.00 ",Alone,Yes,8,2n Cycle,0,6,0,1,8
957,54,"$56,575.00 ",In couple,Yes,21,PhD,5,90,0,16,10
958,42,"$16,014.00 ",Alone,Yes,5,Basic,9,4,7,8,7
959,63,"$61,331.00 ",Alone,Yes,18,Master,5,47,0,5,41
960,45,"$70,893.00 ",Alone,No,18,Master,44,561,77,44,14
961,42,"$2,447.00 ",In couple,Yes,12,Graduation,1,1725,1,1,1
962,64,"$64,849.00 ",Alone,No,12,Graduation,48,350,94,84,108
963,32,"$42,387.00 ",In couple,Yes,12,Graduation,0,235,19,4,191
964,26,"$80,617.00 ",Alone,No,8,2n Cycle,51,631,72,55,32
965,36,"$54,006.00 ",In couple,Yes,12,Graduation,77,203,6,24,97
966,43,"$16,531.00 ",In couple,Yes,12,Graduation,13,6,7,5,11
967,55,"$30,843.00 ",In couple,Yes,21,PhD,0,2,0,0,9
968,37,"$18,988.00 ",In couple,Yes,21,PhD,0,6,2,1,1
969,56,"$81,051.00 ",In couple,No,21,PhD,29,249,38,29,14
970,33,"$39,747.00 ",Alone,Yes,12,Graduation,15,93,20,13,52
971,62,"$34,554.00 ",Alone,Yes,21,PhD,1,6,2,0,5
972,62,"$52,854.00 ",In couple,Yes,21,PhD,0,10,0,1,0
973,51,"$81,205.00 ",In couple,No,12,Graduation,74,929,97,55,130
974,51,"$69,084.00 ",In couple,Yes,21,PhD,107,199,39,30,30
975,51,"$69,084.00 ",In couple,Yes,21,PhD,107,199,39,30,30
976,47,"$65,352.00 ",In couple,Yes,21,PhD,3,84,4,7,23
977,49,"$22,063.00 ",In couple,Yes,12,Graduation,10,13,3,11,11
978,42,"$47,691.00 ",Alone,Yes,12,Graduation,0,3,0,0,4
979,53,"$29,187.00 ",In couple,Yes,21,PhD,0,6,0,0,2
980,49,"$72,504.00 ",Alone,Yes,12,Graduation,26,470,123,161,94
981,51,"$33,986.00 ",Alone,Yes,12,Graduation,2,18,2,1,5
982,35,"$42,386.00 ",In couple,Yes,18,Master,4,16,0,4,11
983,35,"$42,386.00 ",In couple,Yes,18,Master,4,16,0,4,11
984,68,"$36,957.00 ",Alone,Yes,21,PhD,2,16,2,1,31
985,33,"$13,724.00 ",In couple,Yes,5,Basic,7,5,2,15,27
986,54,"$42,664.00 ",In couple,Yes,12,Graduation,0,3,0,0,0
987,63,"$37,334.00 ",In couple,Yes,21,PhD,1,16,2,2,15
988,70,"$78,497.00 ",In couple,No,8,2n Cycle,26,447,75,0,223
989,70,"$78,497.00 ",In couple,No,8,2n Cycle,26,447,75,0,223
990,65,"$58,821.00 ",In couple,Yes,8,2n Cycle,14,154,19,0,28
991,68,"$58,398.00 ",In couple,No,12,Graduation,5,201,21,21,49
992,60,"$80,950.00 ",In couple,No,18,Master,147,112,219,147,63
993,41,"$30,732.00 ",In couple,Yes,21,PhD,1,25,0,1,3
994,55,"$89,572.00 ",Alone,No,8,2n Cycle,24,974,197,194,64
995,53,"$57,107.00 ",Alone,Yes,12,Graduation,0,120,0,0,137
996,51,"$76,467.00 ",Alone,Yes,12,Graduation,161,426,210,44,58
997,64,,Alone,Yes,12,Graduation,0,8,2,0,1
998,73,"$51,315.00 ",In couple,No,12,Graduation,28,39,16,30,41
999,55,"$43,602.00 ",Alone,Yes,12,Graduation,5,12,10,3,19
1000,43,"$38,643.00 ",Alone,Yes,12,Graduation,2,14,0,1,10
1001,70,"$49,090.00 ",Alone,Yes,12,Graduation,5,82,7,0,100
1002,51,"$70,617.00 ",In couple,No,12,Graduation,61,753,40,46,27
1003,51,"$67,536.00 ",In couple,Yes,21,PhD,0,447,23,71,35
1004,46,"$27,573.00 ",In couple,Yes,12,Graduation,15,110,39,15,15
1005,42,"$13,533.00 ",Alone,Yes,8,2n Cycle,3,8,8,0,17
1006,68,"$50,725.00 ",In couple,Yes,12,Graduation,10,75,0,10,48
1007,43,"$25,851.00 ",In couple,Yes,12,Graduation,4,18,7,5,5
1008,43,"$57,113.00 ",In couple,Yes,12,Graduation,4,33,0,2,42
1009,76,"$62,847.00 ",In couple,No,18,Master,168,706,80,76,61
1010,39,"$68,627.00 ",Alone,No,12,Graduation,15,263,60,54,38
1011,38,"$25,271.00 ",In couple,Yes,12,Graduation,1,18,10,4,7
1012,55,"$63,810.00 ",Alone,Yes,12,Graduation,12,253,16,12,101
1013,55,"$63,810.00 ",Alone,Yes,12,Graduation,12,253,16,12,101
1014,63,"$65,488.00 ",In couple,No,21,PhD,45,207,36,18,54
1015,66,"$36,927.00 ",Alone,Yes,18,Master,0,16,0,0,4
1016,44,"$22,108.00 ",In couple,Yes,12,Graduation,3,9,6,2,6
1017,72,"$72,025.00 ",In couple,No,12,Graduation,0,617,43,50,0
1018,46,"$33,183.00 ",In couple,Yes,12,Graduation,5,39,17,15,37
1019,39,"$23,661.00 ",In couple,Yes,18,Master,0,4,0,0,1
1020,44,"$25,315.00 ",In couple,Yes,8,2n Cycle,9,8,11,3,22
1021,60,"$45,938.00 ",Alone,No,12,Graduation,11,178,62,83,29
1022,33,"$66,951.00 ",Alone,No,12,Graduation,162,305,173,76,124
1023,42,"$77,298.00 ",In couple,Yes,12,Graduation,115,292,23,35,79
1024,42,"$77,298.00 ",In couple,Yes,12,Graduation,115,292,23,35,79
1025,47,"$43,018.00 ",In couple,Yes,18,Master,4,17,7,6,64
1026,52,"$75,759.00 ",In couple,No,12,Graduation,22,708,89,91,182
1027,32,"$33,996.00 ",Alone,No,21,PhD,2,15,8,0,6
1028,32,"$33,996.00 ",Alone,No,21,PhD,2,15,8,0,6
1029,51,"$54,137.00 ",Alone,Yes,12,Graduation,0,11,0,1,20
1030,54,"$61,223.00 ",In couple,Yes,12,Graduation,43,182,42,118,247
1031,53,"$69,674.00 ",Alone,Yes,21,PhD,41,215,11,0,24
1032,49,"$49,494.00 ",Alone,Yes,18,Master,9,97,0,6,82
1033,59,"$51,195.00 ",In couple,Yes,12,Graduation,14,156,82,24,58
1034,46,"$37,284.00 ",In couple,Yes,8,2n Cycle,1,2,2,1,6
1035,46,"$37,284.00 ",In couple,Yes,8,2n Cycle,1,2,2,1,6
1036,43,"$42,011.00 ",In couple,Yes,12,Graduation,0,16,2,1,39
1037,67,"$70,044.00 ",Alone,Yes,12,Graduation,0,250,153,14,14
1038,49,"$46,053.00 ",In couple,Yes,12,Graduation,10,92,19,7,25
1039,40,"$24,480.00 ",In couple,Yes,5,Basic,19,9,28,25,17
1040,44,"$54,233.00 ",In couple,Yes,12,Graduation,8,158,21,0,142
1041,67,"$36,130.00 ",Alone,Yes,12,Graduation,43,127,68,56,37
1042,46,"$56,559.00 ",In couple,Yes,21,PhD,22,133,41,31,31
1043,29,"$92,859.00 ",Alone,No,18,Master,61,921,52,61,20
1044,41,"$44,010.00 ",In couple,Yes,12,Graduation,36,234,86,72,48
1045,58,"$80,124.00 ",In couple,No,12,Graduation,84,398,205,84,241
1046,58,"$80,124.00 ",In couple,No,12,Graduation,84,398,205,84,241
1047,41,"$50,183.00 ",In couple,Yes,12,Graduation,12,84,13,10,15
1048,50,"$64,722.00 ",In couple,Yes,12,Graduation,0,280,60,147,15
1049,45,"$37,395.00 ",In couple,Yes,21,PhD,0,9,0,1,11
1050,53,"$29,543.00 ",In couple,Yes,18,Master,3,18,3,4,18
1051,53,"$19,514.00 ",In couple,Yes,12,Graduation,3,21,2,1,28
1052,53,"$19,514.00 ",In couple,Yes,12,Graduation,3,21,2,1,28
1053,46,"$59,481.00 ",In couple,Yes,12,Graduation,3,85,71,66,58
1054,74,"$91,712.00 ",Alone,No,18,Master,24,746,94,29,48
1055,46,"$80,144.00 ",In couple,No,12,Graduation,132,445,250,192,108
1056,49,"$59,973.00 ",In couple,No,21,PhD,30,168,20,34,0
1057,47,"$68,352.00 ",Alone,Yes,21,PhD,16,132,43,33,33
1058,46,"$81,169.00 ",Alone,No,18,Master,20,613,80,61,27
1059,46,"$61,456.00 ",In couple,Yes,12,Graduation,76,384,84,192,89
1060,55,"$22,634.00 ",In couple,No,5,Basic,23,11,8,6,46
1061,55,"$22,634.00 ",In couple,No,5,Basic,23,11,8,6,46
1062,46,"$23,957.00 ",In couple,Yes,12,Graduation,1,18,20,11,16
1063,48,"$33,471.00 ",In couple,Yes,12,Graduation,2,27,0,9,12
1064,71,"$52,157.00 ",In couple,Yes,21,PhD,2,29,3,2,40
1065,36,"$30,298.00 ",Alone,No,21,PhD,3,12,6,1,0
1066,71,"$56,551.00 ",Alone,Yes,21,PhD,4,32,17,2,16
1067,71,"$56,551.00 ",Alone,Yes,21,PhD,4,32,17,2,16
1068,64,"$65,487.00 ",Alone,No,18,Master,67,500,199,0,163
1069,64,"$65,487.00 ",In couple,No,18,Master,67,500,199,0,163
1070,69,"$44,213.00 ",Alone,Yes,12,Graduation,11,35,0,4,7
1071,47,"$40,344.00 ",In couple,Yes,21,PhD,0,6,0,0,2
1072,43,"$57,867.00 ",In couple,Yes,12,Graduation,35,178,15,23,17
1073,48,"$25,410.00 ",In couple,Yes,12,Graduation,2,4,13,13,4
1074,51,"$13,260.00 ",In couple,Yes,12,Graduation,4,17,10,2,7
1075,30,"$42,691.00 ",In couple,No,12,Graduation,2,64,38,17,58
1076,51,"$36,138.00 ",In couple,Yes,18,Master,0,16,0,0,5
1077,49,"$57,136.00 ",In couple,Yes,18,Master,5,109,21,109,92
1078,66,"$58,275.00 ",Alone,Yes,12,Graduation,10,253,56,43,64
1079,64,"$54,237.00 ",Alone,Yes,21,PhD,3,30,4,0,57
1080,47,"$34,596.00 ",In couple,Yes,21,PhD,0,2,0,0,7
1081,47,"$34,596.00 ",In couple,Yes,21,PhD,0,2,0,0,7
1082,60,"$74,881.00 ",In couple,Yes,18,Master,72,270,36,27,54
1083,60,"$74,881.00 ",In couple,Yes,18,Master,72,270,36,27,54
1084,51,"$44,267.00 ",Alone,Yes,12,Graduation,5,65,3,5,49
1085,33,"$68,487.00 ",In couple,No,12,Graduation,12,385,33,89,89
1086,33,"$68,487.00 ",In couple,No,12,Graduation,12,385,33,89,89
1087,62,"$80,982.00 ",Alone,Yes,12,Graduation,137,401,104,22,22
1088,41,"$69,508.00 ",In couple,Yes,12,Graduation,32,162,42,32,43
1089,60,"$63,342.00 ",In couple,Yes,21,PhD,21,118,13,10,21
1090,60,"$63,342.00 ",In couple,Yes,21,PhD,21,118,13,10,21
1091,60,"$82,014.00 ",Alone,No,12,Graduation,37,265,35,163,31
1092,62,"$76,320.00 ",Alone,Yes,12,Graduation,35,214,69,53,35
1093,67,"$64,587.00 ",Alone,Yes,12,Graduation,0,16,0,6,20
